id;address;categories;city;country;keys;menus.amountMax;menus.amountMin;menus.currency;menus.description;menus.name;name;review_overall;priceRangeCurrency;priceRangeMin;priceRangeMax;province
AVwdkBdOIN2L1WUfxCwX;295 Mare Island Way;Doors;Vallejo;US;us/ca/vallejo/295mareislandway/547518778;14.25;14.25;USD;;Cheese Pizza;USA Doors Gates Svc;3.5;USD;25;40;CA
AVwdkBdOIN2L1WUfxCwX;295 Mare Island Way;Doors;Vallejo;US;us/ca/vallejo/295mareislandway/547518778;9.85;9.85;USD;;Chinese Pizza;USA Doors Gates Svc;1.5;USD;25;40;CA
AVwdKDAdkufWRAb524aI;4390 Summit Bridge Rd;Sandwich Shops,Delicatessens,Restaurants,Sandwich Place;Middletown;US;us/de/middletown/4390summitbridgerd/609882047;7.5;7.5;USD;Thinly sliced steak, marinara sauce, mozzarella cheese;Pizza Steak;Harper's Sandwiches Such;3;;;;DE
AVwdKDAdkufWRAb524aI;4390 Summit Bridge Rd;Sandwich Shops,Delicatessens,Restaurants,Sandwich Place;Middletown;US;us/de/middletown/4390summitbridgerd/609882047;;;;Thinly sliced steak, marinara sauce, mozzarella cheese;Pizza Steak;Harper's Sandwiches Such;4.5;;;;DE
AVwdkF7nByjofQCxqWdB;505 S Flower St;Caf,Restaurant;Los Angeles;US;us/arcoplaza/losangeles/505sflowerst/-67616002;6.5;6.5;USD;Any slice from above pizzas, fountain drink and choice of side salad or cup of soup;Mangia Pizza Combo;Mangia Mangia Café;3;;;;Arco-plaza
AVwdKgQckufWRAb529RW;7860 Gate Parkway 101;Restaurant;Jacksonville;US;us/fl/jacksonville/7860gateparkway101/-312030798;;;;;Chicago Deep Dish Pizza;The Melting Pot - Jacksonville;3;USD;31;50;FL
AVwdKgQckufWRAb529RW;7860 Gate Parkway 101;Restaurant;Jacksonville;US;us/fl/jacksonville/7860gateparkway101/-312030798;;;;;Pizza Topping Dippers;The Melting Pot - Jacksonville;3;USD;31;50;FL
AVwdKHgSByjofQCxmGAL;1202 Kingwood Dr;Take Out Restaurants,Buffet Restaurants,healthcare provider,Restaurants,hearing instrument,Pizza;Kingwood;US;us/tx/kingwood/1202kingwooddr/-241952191;14.5;14.5;USD;;Cheese Pizza;Cici's Pizza;4;;;;TX
AVwdKHgSByjofQCxmGAL;1202 Kingwood Dr;Take Out Restaurants,Buffet Restaurants,healthcare provider,Restaurants,hearing instrument,Pizza;Kingwood;US;us/tx/kingwood/1202kingwooddr/-241952191;4.99;1.75;USD;Pepperoni and cheese in a roll served great white style;Pizza Rolls;Cici's Pizza;4;;;;TX
AVwdkiazkufWRAb57MdY;1 Dodgingtown Rd;Pizza,Italian Restaurants,Caterers,Restaurants,Pizza Place;Newtown;US;us/ct/newtown/1dodgingtownrd/-1518221615;12;7;USD;;Pizza;George's Pizza Restaurant;3.5;;;;CT
AVwdkiazkufWRAb57MdY;1 Dodgingtown Rd;Pizza,Italian Restaurants,Caterers,Restaurants,Pizza Place;Newtown;US;us/ct/newtown/1dodgingtownrd/-1518221615;16.95;9.95;USD;;Pizza Ricco;George's Pizza Restaurant;4;;;;CT
AVwdKiet_7pvs4fz27Tp;219 S Sandusky Ave;Pizza Place;Bucyrus;US;us/oh/bucyrus/219ssanduskyave/1105785885;17.4;17.4;USD;Beef, pepperoni, italian sausage, and canadian bacon.;All Meat Pizza;Mamas Pizza;5;;;;OH
AVwdKiet_7pvs4fz27Tp;219 S Sandusky Ave;Pizza Place;Bucyrus;US;us/oh/bucyrus/219ssanduskyave/1105785885;20.4;20.4;USD;Ketchup and mustard, ground beef, pickles, onions. topped with cheddar cheese and bacon;Bacon Cheeseburger Pizza;Mamas Pizza;4.5;;;;OH
AVwdKiet_7pvs4fz27Tp;219 S Sandusky Ave;Pizza Place;Bucyrus;US;us/oh/bucyrus/219ssanduskyave/1105785885;14.2;14.2;USD;A delicious barbeque sauce topped with seasoned chicken, red onion, and cheddar cheese.;Barbeque  Pizza;Mamas Pizza;4.5;;;;OH
AVwdKiet_7pvs4fz27Tp;219 S Sandusky Ave;Pizza Place;Bucyrus;US;us/oh/bucyrus/219ssanduskyave/1105785885;16.7;16.7;USD;Alfredo sauce, mozzarella and cheddar cheeses, topped with perfectly seasoned buffalo chicken;Buffalo Chicken Pizza;Mamas Pizza;3.5;;;;OH
AVwdKiet_7pvs4fz27Tp;219 S Sandusky Ave;Pizza Place;Bucyrus;US;us/oh/bucyrus/219ssanduskyave/1105785885;20.4;20.4;USD;;Chicken Club Pizza;Mamas Pizza;4;;;;OH
AVwdKiet_7pvs4fz27Tp;219 S Sandusky Ave;Pizza Place;Bucyrus;US;us/oh/bucyrus/219ssanduskyave/1105785885;16.7;16.7;USD;Canadian bacon, pineapple, and mozzarella;Hawaiian Pizza;Mamas Pizza;3.5;;;;OH
AVwdKiet_7pvs4fz27Tp;219 S Sandusky Ave;Pizza Place;Bucyrus;US;us/oh/bucyrus/219ssanduskyave/1105785885;16.7;16.7;USD;;Margherita Pizza;Mamas Pizza;4;;;;OH
AVwdKiet_7pvs4fz27Tp;219 S Sandusky Ave;Pizza Place;Bucyrus;US;us/oh/bucyrus/219ssanduskyave/1105785885;13.95;13.95;USD;Taco sauce, seasoned beef, topped with onion, black olives, tomatoes, and cheddar cheese. lettuce served on the side. served with taco sauce.;Taco Pizza;Mamas Pizza;4;;;;OH
AVwdKiet_7pvs4fz27Tp;219 S Sandusky Ave;Pizza Place;Bucyrus;US;us/oh/bucyrus/219ssanduskyave/1105785885;18.55;18.55;USD;Mushrooms, onions, black olives, green peppers, tomatoes, and mozzarella cheese (no substitutions please.);Vegetarian Pizza;Mamas Pizza;4.5;;;;OH
AVwdKiet_7pvs4fz27Tp;219 S Sandusky Ave;Pizza Place;Bucyrus;US;us/oh/bucyrus/219ssanduskyave/1105785885;20.4;20.4;USD;;Zesty Italian Pizza;Mamas Pizza;4;;;;OH
AVwdKjYK_7pvs4fz27di;23657 Lorain Rd;Restaurant;N Olmsted;US;us/oh/nolmsted/23657lorainrd/-500261185;15.99;15.99;USD;;Classic Cheese Pizza;Marco's Pizza;4;;;;OH
AVwdKjYK_7pvs4fz27di;23657 Lorain Rd;Restaurant;N Olmsted;US;us/oh/nolmsted/23657lorainrd/-500261185;12.99;12.99;USD;;Crispy Thin Cheese Pizza;Marco's Pizza;4;;;;OH
AVwdKjYK_7pvs4fz27di;23657 Lorain Rd;Restaurant;N Olmsted;US;us/oh/nolmsted/23657lorainrd/-500261185;12.99;12.99;USD;Deep pan pizza with our italian freshness;Deep Pan Pizza;Marco's Pizza;4;;;;OH
AVwdKjYK_7pvs4fz27di;23657 Lorain Rd;Restaurant;N Olmsted;US;us/oh/nolmsted/23657lorainrd/-500261185;5.99;5.99;USD;Pepperoni, cheese and sauce;Pizza Sub;Marco's Pizza;4;;;;OH
AVwdKjYK_7pvs4fz27di;23657 Lorain Rd;Restaurant;N Olmsted;US;us/oh/nolmsted/23657lorainrd/-500261185;0.59;0.59;USD;;Side of Pizza Sauce;Marco's Pizza;4;;;;OH
AVwdkjzM_7pvs4fz7Mqn;2233 B 180a Kalakaua Ave;Restaurant;Honolulu;US;us/hono/honolulu/2233b180akalakauaave/-1418917530;;;;;Chefs Daily Pizza;Il Lupino;4;USD;31;50;Hono
AVwdkjzM_7pvs4fz7Mqn;2233 B 180a Kalakaua Ave;Restaurant;Honolulu;US;us/hono/honolulu/2233b180akalakauaave/-1418917530;8;8;USD;Mozzarella and pomodoro sauce;Happy Hour Pizza;Il Lupino;4;USD;31;50;Hono
AVwdkjzM_7pvs4fz7Mqn;2233 B 180a Kalakaua Ave;Restaurant;Honolulu;US;us/hono/honolulu/2233b180akalakauaave/-1418917530;;;;Tomato basil sauce, mozzarella cheese, reggiano;Margherita Pizza;Il Lupino;3.5;USD;31;50;Hono
AVwdkjzM_7pvs4fz7Mqn;2233 B 180a Kalakaua Ave;Restaurant;Honolulu;US;us/hono/honolulu/2233b180akalakauaave/-1418917530;;;;Kamuela tomatoes, extra virgin olive oil, mozzarella, arugula, prosciutto di parma, truffle oil;Prosciutto Rucola Pizza;Il Lupino;3.5;USD;31;50;Hono
AVwdkjzM_7pvs4fz7Mqn;2233 B 180a Kalakaua Ave;Restaurant;Honolulu;US;us/hono/honolulu/2233b180akalakauaave/-1418917530;;;;garlic olive oil, marscapone, reggiano, gorgonzola dolce, mozzarella;Quattro Formaggi Pizza;Il Lupino;4;USD;31;50;Hono
AVwdkLu4_7pvs4fz7JP1;254 Thames St;Seafood Restaurant,Speakeasy,Seafood Restaurant and Speakeasy;Newport;US;us/ri/newport/254thamesst/-2106913409;14;14;USD;With truffle cream, native lobster and portobello mushroom;Grilled Pizza;Speakeasy Bar & Grill;3.5;USD;50;55;RI
AVwdKoZh_7pvs4fz28SA;80 W Broadway Ave;Gift Shop;Jackson;US;us/jacksonhole/jackson/80wbroadwayave/243904265;;;;;Pizza By The Slice;Mangy Moose Emporium;4;;;;Jackson Hole
AVwdKrFL_7pvs4fz28uS;4550 Balfour Rd;Restaurant,Pizza Place;Brentwood;US;us/ca/brentwood/4550balfourrd/1764924536;11.59;11.59;USD;;Cheese Pizza;Rico's Italian Pizza;4;;;;CA
AVwdKrfUIN2L1WUfs5d-;506 Boston Tpke;Restaurant,Restaurants,Pizza Place,Italian Restaurants,Pizza;Shrewsbury;US;us/ma/shrewsbury/506bostontpke/-1824482968;12.25;8.25;USD;;Greek Pizza;Pepperoni Express;4;;;;MA
AVwdKrfUIN2L1WUfs5d-;506 Boston Tpke;Restaurant,Restaurants,Pizza Place,Italian Restaurants,Pizza;Shrewsbury;US;us/ma/shrewsbury/506bostontpke/-1824482968;3.5;3.5;USD;Cheese or Pepperoni;Kiddie Pizza;Pepperoni Express;4;;;;MA
AVwdKTHtIN2L1WUfs1Sl;10824 Fairfax Blvd;Restaurant;Fairfax;US;us/va/fairfax/10824fairfaxblvd/-181069757;11.99;11.99;USD;tomato sauce, mozzarella cheese and mushrooms;Pizza Ai Funghi;Dolce Vita;4;USD;0;30;VA
AVwdKv9tByjofQCxmNDL;10835 Venice Blvd;Latin American Restaurant,Bar,Pizza Place,Restaurants;Los Angeles;US;us/ca/losangeles/10835veniceblvd/1528564017;11;11;USD;Blend of grilled vegetables, oregano, Roma tomato, zucchini, pepper, asparagus, and onions;Bbq Vegetarian Pizza;Bamboo Restaurant;3.5;USD;25;40;CA
AVwdKv9tByjofQCxmNDL;10835 Venice Blvd;Latin American Restaurant,Bar,Pizza Place,Restaurants;Los Angeles;US;us/ca/losangeles/10835veniceblvd/1528564017;13;13;USD;Cajun shrimp with tomato sauce, parmesan cheese and fresh oregano;Caribbean Cajun Shrimp Pizza;Bamboo Restaurant;4;USD;25;40;CA
AVwdKv9tByjofQCxmNDL;10835 Venice Blvd;Latin American Restaurant,Bar,Pizza Place,Restaurants;Los Angeles;US;us/ca/losangeles/10835veniceblvd/1528564017;11;11;USD;Grilled marinated breast of chicken, covered with fresh mozzarella;Chicken Pizza;Bamboo Restaurant;4;USD;25;40;CA
AVwdKv9tByjofQCxmNDL;10835 Venice Blvd;Latin American Restaurant,Bar,Pizza Place,Restaurants;Los Angeles;US;us/ca/losangeles/10835veniceblvd/1528564017;9;9;USD;Special homemade sauce finished with freshly sliced tomatoes and basil;Fresh Tomato and Basil Pizza;Bamboo Restaurant;4.5;USD;25;40;CA
AVwdKv9tByjofQCxmNDL;10835 Venice Blvd;Latin American Restaurant,Bar,Pizza Place,Restaurants;Los Angeles;US;us/ca/losangeles/10835veniceblvd/1528564017;13;13;USD;Wild and domesticated mushroom added to a blend of fresh mozzarella, oregano, red onion, and Caribbean spices;Mushroom Pizza;Bamboo Restaurant;3;USD;25;40;CA
AVwdKv9tByjofQCxmNDL;10835 Venice Blvd;Latin American Restaurant,Bar,Pizza Place,Restaurants;Los Angeles;US;us/ca/losangeles/10835veniceblvd/1528564017;13;13;USD;Smoked Salmon season with Caribbean spices and chives;Smoked Salmon Pizza;Bamboo Restaurant;4;USD;25;40;CA
AVwdkWJBByjofQCxqYyp;100 W Higgins Rd;Winery, Steakhouse, and Wine Bar;Barrington;US;us/foxrvvlygn/barrington/100whigginsrd/-1115643053;6.99;6.99;USD;;Flatbread Cheese Pizza;Cooper's Hawk Winery & Restaurant;3.5;;;;Fox Rv Vly Gn
AVwdkwzl_7pvs4fz7OnY;2602 Brandt School Rd;Restaurants,Italian Restaurant;Wexford;US;us/pa/wexford/2602brandtschoolrd/622992725;7;7;USD;Choice of plain or pepperoni with house made sauce.;Kids Pizza;Bella Frutteto;4;;;;PA
AVwdL3SbByjofQCxmZpU;8616 Griffin Rd;Vegetarian / Vegan Restaurant,Salad Place,wich Place;Fort Lauderdale;US;us/ftlauderdale/fortlauderdale/8616griffinrd/-875670136;4.99;4.99;USD;;Cheese Pizza;Toss Up Salads;3.5;USD;0;25;Ft Lauderdale
AVwdL3SbByjofQCxmZpU;8616 Griffin Rd;Vegetarian / Vegan Restaurant,Salad Place,wich Place;Fort Lauderdale;US;us/ftlauderdale/fortlauderdale/8616griffinrd/-875670136;5.99;5.99;USD;;Toss Up Pizza;Toss Up Salads;4;USD;0;25;Ft Lauderdale
AVwdl7w0IN2L1WUfxV-P;4301 W 41st St;Restaurants,Beer & Ale,Pizza;Sioux Falls;US;us/sd/siouxfalls/4301w41stst/1752436732;11;11;USD;;Chicago 7 Pizza;Old Chicago Pasta Pizza;4;;;;SD
AVwdl7w0IN2L1WUfxV-P;4301 W 41st St;Restaurants,Beer & Ale,Pizza;Sioux Falls;US;us/sd/siouxfalls/4301w41stst/1752436732;8;8;USD;;Create Your Own Pizza;Old Chicago Pasta Pizza;3.5;;;;SD
AVwdl7w0IN2L1WUfxV-P;4301 W 41st St;Restaurants,Beer & Ale,Pizza;Sioux Falls;US;us/sd/siouxfalls/4301w41stst/1752436732;10.9;10.9;USD;;Double Deckeroni Pizza;Old Chicago Pasta Pizza;3.5;;;;SD
AVwdl7w0IN2L1WUfxV-P;4301 W 41st St;Restaurants,Beer & Ale,Pizza;Sioux Falls;US;us/sd/siouxfalls/4301w41stst/1752436732;10.9;10.9;USD;;Hawaiian Pizza;Old Chicago Pasta Pizza;4;;;;SD
AVwdl7w0IN2L1WUfxV-P;4301 W 41st St;Restaurants,Beer & Ale,Pizza;Sioux Falls;US;us/sd/siouxfalls/4301w41stst/1752436732;10.5;10.5;USD;;Royal Margherita Pizza;Old Chicago Pasta Pizza;3.5;;;;SD
AVwdl7w0IN2L1WUfxV-P;4301 W 41st St;Restaurants,Beer & Ale,Pizza;Sioux Falls;US;us/sd/siouxfalls/4301w41stst/1752436732;10.9;10.9;USD;;The Classic Pizza;Old Chicago Pasta Pizza;4.5;;;;SD
AVwdl7w0IN2L1WUfxV-P;4301 W 41st St;Restaurants,Beer & Ale,Pizza;Sioux Falls;US;us/sd/siouxfalls/4301w41stst/1752436732;10.95;10.95;USD;;Tuscan Chicken With Spinach Pizza;Old Chicago Pasta Pizza;4.5;;;;SD
AVwdL8MOkufWRAb53NJT;840 S Sepulveda;Restaurant;El Segundo;US;us/ca/elsegundo/840ssepulveda/-1460051425;6;6;USD;;Cheese Pizza;North Italia - El Segundo;4.5;USD;0;30;CA
AVwdL8MOkufWRAb53NJT;840 S Sepulveda;Restaurant;El Segundo;US;us/ca/elsegundo/840ssepulveda/-1460051425;;;;;Daily Pizza;North Italia - El Segundo;2.5;USD;0;30;CA
AVwdLc9X_7pvs4fz3FXh;1061 W Bank Rd;Italian Restaurant;Celina;US;us/oh/celina/1061wbankrd/1680589554;7.99;7.99;USD;;Pizza Burger;Bella's Italian Grille;3;USD;0;25;OH
AVwdliQXkufWRAb57V75;4100 N 2nd St;Ice Cream Shop,Dessert Shop,Ice Cream Parlors,Catering,Restaurants;Mcallen;US;us/tx/mcallen/4100n2ndst/-2105688159;;;;Sweet cream ice cream, red icing and white chocolate curls;Cheese Ice Cream Pizza;Marble Slab Creamery;4;;;;TX
AVwdliQXkufWRAb57V75;4100 N 2nd St;Ice Cream Shop,Dessert Shop,Ice Cream Parlors,Catering,Restaurants;Mcallen;US;us/tx/mcallen/4100n2ndst/-2105688159;;;;;Supreme Ice Cream Pizza;Marble Slab Creamery;4.5;;;;TX
AVwdlj_fkufWRAb57WNv;23043 Soledad Canyon Rd;Pizza Place,Italian Restaurant,Restaurant;Santa Clarita;US;us/bouquetcanyon/santaclarita/23043soledadcanyonrd/-1347184267;7.95;7.95;USD;With light layer of cheese;Thin and Crispy Pizza (napolitano Style);Chi Chi's Pizza;3.5;USD;25;40;Bouquet Canyon
AVwdlj_fkufWRAb57WNv;23043 Soledad Canyon Rd;Pizza Place,Italian Restaurant,Restaurant;Santa Clarita;US;us/bouquetcanyon/santaclarita/23043soledadcanyonrd/-1347184267;11.25;11.25;USD;Always a favorite;Tomato Sauce and Cheese (basic Pizza);Chi Chi's Pizza;4;USD;25;40;Bouquet Canyon
AVwdLJBzkufWRAb53D2R;208 Northgate One;Bagel Shop;San Rafael;US;us/santavenetia/sanrafael/208northgateone/-1957206001;4;4;USD;Tomato, onion, bell pepper, mushroom;Veggie Pizza;Bagel Street Cafe;4;USD;0;25;Santa Venetia
AVwdLJBzkufWRAb53D2R;208 Northgate One;Bagel Shop;San Rafael;US;us/santavenetia/sanrafael/208northgateone/-1957206001;4;4;USD;;White Pizza Bagel;Bagel Street Cafe;4;USD;0;25;Santa Venetia
AVwdLKbg_7pvs4fz3Bwn;148 Main St;Restaurant;East Greenwich;US;us/ri/eastgreenwich/148mainst/1488971136;10.95;10.95;USD;;Tuna Pizza;Raku Sakura;3.5;USD;0;30;RI
AVwdLKuFIN2L1WUfs-tY;211 N Cortez;Pizza Place;Prescott;US;us/az/prescott/211ncortez/-1179897640;;;;White Style (olive oil, minced garlic, salt and pepper) fresh tomato slices, fresh basil leaves, mozzarella and a splash of Balsamic Vinegar;Pizza Margherita;Two Mamas Gourmet;4;;;;AZ
AVwdLKuFIN2L1WUfs-tY;211 N Cortez;Pizza Place;Prescott;US;us/az/prescott/211ncortez/-1179897640;;;;Olive Oil, Minced Garlic, Fresh Basil and Seasoned Ricotta Cheese;White Pizza;Two Mamas Gourmet;3;;;;AZ
AVwdllt9IN2L1WUfxSQ-;5024 River Rd N;Latin American Restaurants,Caterers,Food and Beverage,Restaurants,Mexican Restaurant,Mexican Restaurants;Salem;US;us/or/salem/5024riverrdn/-478756968;4.95;4.95;USD;;Mexican Pizza;La Hacienda Real;3.5;USD;25;40;OR
AVwdLmg6_7pvs4fz3HGN;8900 E Pinnacle Peak Rd;Wine Bar,Mediterranean Restaurants,Restaurants,Italian Restaurants,Pizza;Scottsdale;US;us/az/scottsdale/8900epinnaclepeakrd/-1487929551;12;12;USD;;Margherita Pizza;Pane E Vino;3.5;USD;25;40;AZ
AVwdLmg6_7pvs4fz3HGN;8900 E Pinnacle Peak Rd;Wine Bar,Mediterranean Restaurants,Restaurants,Italian Restaurants,Pizza;Scottsdale;US;us/az/scottsdale/8900epinnaclepeakrd/-1487929551;9;9;USD;;Pizza Il Bosco;Pane E Vino;4;USD;25;40;AZ
AVwdLmg6_7pvs4fz3HGN;8900 E Pinnacle Peak Rd;Wine Bar,Mediterranean Restaurants,Restaurants,Italian Restaurants,Pizza;Scottsdale;US;us/az/scottsdale/8900epinnaclepeakrd/-1487929551;8;8;USD;;Pizza Margherita;Pane E Vino;4;USD;25;40;AZ
AVwdLmg6_7pvs4fz3HGN;8900 E Pinnacle Peak Rd;Wine Bar,Mediterranean Restaurants,Restaurants,Italian Restaurants,Pizza;Scottsdale;US;us/az/scottsdale/8900epinnaclepeakrd/-1487929551;9;9;USD;;Pizza Sopressata E Funghi;Pane E Vino;4;USD;25;40;AZ
AVwdLNGJByjofQCxmR_D;3045 Godfrey Rd;Sports Bar, Bar, and Food,Sports Bar,Bar,Food;Godfrey;US;us/il/godfrey/3045godfreyrd/555647079;;;;;7 Inch Two Topping Pizza;Roper's Reagle Beagle;4;;;;IL
AVwdLNGJByjofQCxmR_D;3045 Godfrey Rd;Sports Bar, Bar, and Food,Sports Bar,Bar,Food;Godfrey;US;us/il/godfrey/3045godfreyrd/555647079;4.99;4.99;USD;;7 Inch Two Topping Pizza;Roper's Reagle Beagle;2;;;;IL
AVwdLNGJByjofQCxmR_D;3045 Godfrey Rd;Sports Bar, Bar, and Food,Sports Bar,Bar,Food;Godfrey;US;us/il/godfrey/3045godfreyrd/555647079;;;;;Brick Oven Pizza;Roper's Reagle Beagle;3.5;;;;IL
AVwdLNGJByjofQCxmR_D;3045 Godfrey Rd;Sports Bar, Bar, and Food,Sports Bar,Bar,Food;Godfrey;US;us/il/godfrey/3045godfreyrd/555647079;13.99;13.99;USD;;Brick Oven Pizza;Roper's Reagle Beagle;4;;;;IL
AVwdLNGJByjofQCxmR_D;3045 Godfrey Rd;Sports Bar, Bar, and Food,Sports Bar,Bar,Food;Godfrey;US;us/il/godfrey/3045godfreyrd/555647079;;;;;Pizza Alla Vodka;Roper's Reagle Beagle;4;;;;IL
AVwdLNGJByjofQCxmR_D;3045 Godfrey Rd;Sports Bar, Bar, and Food,Sports Bar,Bar,Food;Godfrey;US;us/il/godfrey/3045godfreyrd/555647079;14.99;10.99;USD;;Pizza Alla Vodka;Roper's Reagle Beagle;3.5;;;;IL
AVwdlr2UkufWRAb57Xiv;15030 S Harlan Rd;Pizza Place,Take Out Restaurants,Restaurant,Restaurants,Pizza;Lathrop;US;us/ca/lathrop/15030sharlanrd/104265906;9.99;9.99;USD;Classic cheese pizza or create your own pizza.;Cheese Pizza;Milan's Pizza;4.5;;;;CA
AVwdlr2UkufWRAb57Xiv;15030 S Harlan Rd;Pizza Place,Take Out Restaurants,Restaurant,Restaurants,Pizza;Lathrop;US;us/ca/lathrop/15030sharlanrd/104265906;13.99;13.99;USD;;Combination Pizza;Milan's Pizza;4;;;;CA
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;;;;;Chicken Wing Pizza;Palace Pizza Bartow;3.5;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;15.95;15.95;USD;;Chicken Wing Pizza;Palace Pizza Bartow;3.5;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;;;;Our neapolitan pizza topped with slices of breaded eggplant sauce, ricotta and mozzarella cheese;Eggplant Ricotta Pizza;Palace Pizza Bartow;3.5;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;14.95;14.95;USD;Our neapolitan pizza topped with slices of breaded eggplant sauce, ricotta and mozzarella cheese;Eggplant Ricotta Pizza;Palace Pizza Bartow;4;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;;;;Our neapolitan pizza topped with delicious ham and pineapple;Hawaiian Pizza;Palace Pizza Bartow;4;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;14.95;14.95;USD;Our neapolitan pizza topped with delicious ham and pineapple;Hawaiian Pizza;Palace Pizza Bartow;3.5;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;;;;Our famous classic cheese pizza, just the way you like it;Neapolitan Pizza;Palace Pizza Bartow;2;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;10.99;10.99;USD;Our famous classic cheese pizza, just the way you like it;Neapolitan Pizza;Palace Pizza Bartow;4.5;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;;;;Our neopolitan white pizza topped with olive oil, ricotta, fresh broccoli, parsley, parmigiano and mozzarella cheese.;Ricotta Cheese and Broccoli Pizza;Palace Pizza Bartow;4.5;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;14.95;14.95;USD;Our neopolitan white pizza topped with olive oil, ricotta, fresh broccoli, parsley, parmigiano and mozzarella cheese.;Ricotta Cheese and Broccoli Pizza;Palace Pizza Bartow;3.5;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;;;;;Sicilian Pizza;Palace Pizza Bartow;3.5;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;15.99;15.99;USD;;Sicilian Pizza;Palace Pizza Bartow;5;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;;;;;Stuffed Pizza;Palace Pizza Bartow;3.5;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;21.95;21.95;USD;;Stuffed Pizza;Palace Pizza Bartow;4;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;;;;Topped with a combination of any five toppings of your choice, sauce and our special blend of  parmigiano and mozzarella cheese.;The Palace Supreme Pizza;Palace Pizza Bartow;4;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;16.25;16.25;USD;Topped with a combination of any five toppings of your choice, sauce and our special blend of  parmigiano and mozzarella cheese.;The Palace Supreme Pizza;Palace Pizza Bartow;4;;;;FL
AVwdLscCByjofQCxmXuJ;105 E Main St;Pizza Place and Italian Restaurant Downtown Bartow,Pizza Place and Italian Restaurant,Pizza Place,Italian Restaurant;Bartow;US;us/fl/bartow/105emainst/-1106252823;;;;Pizza topped with your choice of nay five of our fresh vegetable toppings smothered.;Vegetarian White Pizza;Palace Pizza Bartow;5;;;;FL
